repeat,model,color_parameters,train_games,test_games,train_log_loss,test_log_loss,converged
7,piecewise_linear_500,10,79954,238046,0.3584626149090849,0.3694286306874013,True
7,piecewise_linear_1500,4,79954,238046,0.3585140834779405,0.36910882729996114,True
8,no_color,0,81544,236456,0.3649774017577846,0.37196272655283846,True
8,global_color,1,81544,236456,0.3619092926987284,0.3697879483787168,True
8,quadratic,3,81544,236456,0.357402857386198,0.3701771535893959,True
8,cubic_spline,8,81544,236456,0.3569453692924049,0.37093699466946833,True
8,piecewise_constant_250,17,81544,236456,0.3567298406913598,0.37107616862258735,True
8,piecewise_constant_500,9,81544,236456,0.35772132327675993,0.36954921976509447,True
8,negative_exponential,2,81544,236456,0.3574371193183342,0.37073849770358086,True
8,piecewise_linear_1,4155,81544,236456,0.34552388432716075,0.4874950378875838,True
8,piecewise_linear_100,43,81544,236456,0.3559485799959277,0.37328915863673345,True
8,piecewise_linear_250,18,81544,236456,0.3564275259132124,0.3724811318982286,True
8,piecewise_linear_500,10,81544,236456,0.3566371046958178,0.3716037914725161,True
8,piecewise_linear_1500,4,81544,236456,0.35738406564778896,0.37004692963503677,True
9,no_color,0,85940,232060,0.36461392338951887,0.37222966104722693,True
9,global_color,1,85940,232060,0.3587479998595349,0.3721055044061602,True
9,quadratic,3,85940,232060,0.35497474586441496,0.37061613899349505,True
9,cubic_spline,8,85940,232060,0.35408558562346243,0.3733823294351428,True
9,piecewise_constant_250,17,85940,232060,0.3539256291916416,0.37293723210770113,True
9,piecewise_constant_500,9,85940,232060,0.3549774964992672,0.37048309599841706,True
9,negative_exponential,2,85940,232060,0.35530224070962296,0.3712641177529049,True
9,piecewise_linear_1,4187,85940,232060,0.34071164219621114,0.46733474296864347,True
9,piecewise_linear_100,43,85940,232060,0.35353586663972353,0.3736362083135367,True
9,piecewise_linear_250,18,85940,232060,0.3537925680026608,0.373764478901926,True
9,piecewise_linear_500,10,85940,232060,0.35411249769803277,0.3723460228990966,True
9,piecewise_linear_1500,4,85940,232060,0.3550754154212033,0.3704707282308889,True
10,no_color,0,75916,242084,0.3711008949792392,0.369880042363274,True
10,global_color,1,75916,242084,0.3693197643416075,0.3672976004044592,True
10,quadratic,3,75916,242084,0.36883167813652973,0.36545312944353114,True
10,cubic_spline,8,75916,242084,0.36839881541003483,0.36547040133687136,True
10,piecewise_constant_250,16,75916,242084,0.3682182174701869,0.3655510930396076,True
10,piecewise_constant_500,9,75916,242084,0.368546334756417,0.3654990483847627,True
10,negative_exponential,2,75916,242084,0.3688852064607074,0.3656974515541156,True
10,piecewise_linear_1,4012,75916,242084,0.3594879418773399,0.4651984030091979,True
10,piecewise_linear_100,41,75916,242084,0.36780238374488594,0.36568966031697,True
10,piecewise_linear_250,17,75916,242084,0.368044522498683,0.36516816348189596,True
10,piecewise_linear_500,10,75916,242084,0.3681517171226277,0.36511109615651965,True
10,piecewise_linear_1500,4,75916,242084,0.36848514682305206,0.3658171219135109,True
11,no_color,0,76942,241058,0.40338846461402117,0.35956915130127487,True
11,global_color,1,76942,241058,0.40106641275256016,0.3570969910833496,True
11,quadratic,3,76942,241058,0.39826714278986936,0.35579032141383515,True
11,cubic_spline,8,76942,241058,0.3964192899777576,0.3612229539197322,True
11,piecewise_constant_250,17,76942,241058,0.39570823703040253,0.3635174280963235,True
11,piecewise_constant_500,9,76942,241058,0.3974447317010387,0.3608079338151676,True
11,negative_exponential,2,76942,241058,0.3986101286786959,0.355862190673983,True
11,piecewise_linear_1,4238,76942,241058,0.38259985060215296,0.48332603430139537,True
11,piecewise_linear_100,44,76942,241058,0.39471149836918396,0.36516013428552013,True
11,piecewise_linear_250,18,76942,241058,0.3951725532056467,0.3642595016400152,True
11,piecewise_linear_500,10,76942,241058,0.39552693511782766,0.3674470837200704,True
11,piecewise_linear_1500,4,76942,241058,0.39788776117123137,0.35586496095971626,True
12,no_color,0,77796,240204,0.3840599054997412,0.3656733914108711,True
12,global_color,1,77796,240204,0.3818900044928297,0.36315196255567794,True
12,quadratic,3,77796,240204,0.3803439744653021,0.361311736707119,True
12,cubic_spline,8,77796,240204,0.37951838684886535,0.3627119446558245,True
12,piecewise_constant_250,17,77796,240204,0.37954834492896805,0.36212754802406427,True
12,piecewise_constant_500,9,77796,240204,0.38016519758629375,0.3614847805195532,True
12,negative_exponential,2,77796,240204,0.3805351979136097,0.36149928909421064,True
12,piecewise_linear_1,4269,77796,240204,0.36721679024955023,0.43400364257386786,True
12,piecewise_linear_100,44,77796,240204,0.3780043761927473,0.3629201078604102,True
12,piecewise_linear_250,18,77796,240204,0.3787630069110402,0.3619615924468965,True
12,piecewise_linear_500,10,77796,240204,0.3796360205931025,0.36257174826652394,True
12,piecewise_linear_1500,4,77796,240204,0.3802338683687214,0.3611919239013431,True
13,no_color,0,80656,237344,0.36894677216514854,0.3705876907061587,True
13,global_color,1,80656,237344,0.3667471255481652,0.3680607795286729,True
13,quadratic,3,80656,237344,0.3657101484920383,0.3661380891623177,True
13,cubic_spline,8,80656,237344,0.36542680926550536,0.3660100527064074,True
13,piecewise_constant_250,17,80656,237344,0.36522823200419974,0.36602485539792773,True
13,piecewise_constant_500,9,80656,237344,0.36544075517261054,0.3660071146121764,True
13,negative_exponential,2,80656,237344,0.3657915327387982,0.3663470494697826,True
13,piecewise_linear_1,4222,80656,237344,0.35263824946787464,0.4795308166324866,True
13,piecewise_linear_100,44,80656,237344,0.36411611036108416,0.3670161052053559,True
13,piecewise_linear_250,18,80656,237344,0.36486615356890517,0.36548181664232604,True
13,piecewise_linear_500,10,80656,237344,0.3653603679638856,0.3661463710533962,True
13,piecewise_linear_1500,4,80656,237344,0.3654749719953116,0.366010121104911,True
14,no_color,0,77482,240518,0.3739645359253897,0.3689495819279376,True
14,global_color,1,77482,240518,0.3705458199694968,0.36692230299974377,True
14,quadratic,3,77482,240518,0.36918406084313726,0.36499779799297505,True
14,cubic_spline,8,77482,240518,0.36866752886916326,0.36600454129186677,True
14,piecewise_constant_250,17,77482,240518,0.36821961976263073,0.36777102164262315,True
14,piecewise_constant_500,9,77482,240518,0.3690333692701462,0.3647901632278636,True
14,negative_exponential,2,77482,240518,0.3696760489680937,0.36515110646111215,True
14,piecewise_linear_1,4194,77482,240518,0.3553108712468067,0.45460346210420416,True
14,piecewise_linear_100,43,77482,240518,0.3676478294515283,0.36823433069719563,True
14,piecewise_linear_250,18,77482,240518,0.36820761140134206,0.36865464115605084,True
14,piecewise_linear_500,10,77482,240518,0.36858666694994247,0.3661970634650668,True
14,piecewise_linear_1500,4,77482,240518,0.3691419723142682,0.36477922508125527,True
15,no_color,0,90782,227218,0.3635462186024839,0.3728185394710984,True
15,global_color,1,90782,227218,0.3612214608873288,0.3703224359410009,True
15,quadratic,3,90782,227218,0.3592880016050698,0.36878057868643155,True
15,cubic_spline,8,90782,227218,0.35871354060263055,0.3686294672284594,True
15,piecewise_constant_250,17,90782,227218,0.35880450026355987,0.3685762637431621,True
15,piecewise_constant_500,9,90782,227218,0.3590525678726508,0.36860368161030316,True
15,negative_exponential,2,90782,227218,0.35939146972876596,0.3689471338037833,True
15,piecewise_linear_1,4269,90782,227218,0.3480673330498686,0.4909225576682654,True
15,piecewise_linear_100,44,90782,227218,0.35721537190201735,0.3688640839316032,True
15,piecewise_linear_250,18,90782,227218,0.3579705076613787,0.36823710934635673,True
15,piecewise_linear_500,10,90782,227218,0.358958307030106,0.3686276009298734,True
15,piecewise_linear_1500,4,90782,227218,0.35904554634462243,0.3685991422360544,True
16,no_color,0,79790,238210,0.3790677330254081,0.3671916430906236,True
16,global_color,1,79790,238210,0.3756549771648403,0.3651686672409995,True
16,quadratic,3,79790,238210,0.3693882892758849,0.3680334218835232,True
16,cubic_spline,8,79790,238210,0.36926714867472354,0.3681096708384374,True
16,piecewise_constant_250,17,79790,238210,0.36923491044473283,0.36999548004877963,True
16,piecewise_constant_500,9,79790,238210,0.36950910225157685,0.36810753133861107,True
16,negative_exponential,2,79790,238210,0.36949181194500647,0.3687097815089808,True
16,piecewise_linear_1,4183,79790,238210,0.353565327934801,0.6632028112193863,True
16,piecewise_linear_100,43,79790,238210,0.3682394518712315,0.37202608899914974,True
16,piecewise_linear_250,18,79790,238210,0.36875122746226185,0.3687505054359481,True
16,piecewise_linear_500,10,79790,238210,0.3692274023493562,0.3682010881797372,True
16,piecewise_linear_1500,4,79790,238210,0.3693513847586088,0.3681706805760999,True
17,no_color,0,78454,239546,0.3840264892718046,0.3656338303682157,True
17,global_color,1,78454,239546,0.38095849990022224,0.3634250398705828,True
17,quadratic,3,78454,239546,0.3787047471178627,0.36184885549537366,True
17,cubic_spline,8,78454,239546,0.37787440604048345,0.3618978267558336,True
17,piecewise_constant_250,17,78454,239546,0.3779755915579886,0.36193137512345036,True
17,piecewise_constant_500,9,78454,239546,0.37817606109617663,0.36203177910142054,True
17,negative_exponential,2,78454,239546,0.378987971826278,0.36198269610129913,True
17,piecewise_linear_1,4270,78454,239546,0.36212914879016594,0.4810217108929572,True
17,piecewise_linear_100,44,78454,239546,0.37670889508546185,0.36249315114720787,True
17,piecewise_linear_250,18,78454,239546,0.3774999994027083,0.3618190549955043,True
17,piecewise_linear_500,10,78454,239546,0.3780988288455761,0.3619830585580956,True
17,piecewise_linear_1500,4,78454,239546,0.37827046163955097,0.36181832116022655,True
18,no_color,0,80678,237322,0.36962542251817915,0.3703571345294287,True
18,global_color,1,80678,237322,0.3668267398202859,0.3680415266950187,True
18,quadratic,3,80678,237322,0.3636216695596024,0.3669682088979282,True
18,cubic_spline,8,80678,237322,0.3627331945177904,0.3693195460127471,True
18,piecewise_constant_250,17,80678,237322,0.3629331015616267,0.36800733561825594,True
18,piecewise_constant_500,9,80678,237322,0.36353300253975235,0.3668042660760488,True
18,negative_exponential,2,80678,237322,0.363611004291533,0.3675437199838903,True
18,piecewise_linear_1,4139,80678,237322,0.3518379408489164,0.4754390663198694,True
18,piecewise_linear_100,43,80678,237322,0.3622353544159435,0.36949117630655814,True
18,piecewise_linear_250,18,80678,237322,0.3625027449073931,0.3689375885719471,True
18,piecewise_linear_500,10,80678,237322,0.36263690305766066,0.36886801328526153,True
18,piecewise_linear_1500,4,80678,237322,0.3636517751936853,0.36678084050204196,True
19,no_color,0,78790,239210,0.36261190937519605,0.3726614413237032,True
19,global_color,1,78790,239210,0.36030049666037983,0.3701690345926583,True
19,quadratic,3,78790,239210,0.35880344744066045,0.3683069585265182,True
19,cubic_spline,8,78790,239210,0.35812719476602917,0.3689490224273767,True
19,piecewise_constant_250,17,78790,239210,0.35790988496021964,0.36933948052173543,True
19,piecewise_constant_500,9,78790,239210,0.35853393429742975,0.36837388723705045,True
19,negative_exponential,2,78790,239210,0.35899650810579026,0.3685192482670399,True
19,piecewise_linear_1,4267,78790,239210,0.3431238466894111,0.4699667975535982,True
19,piecewise_linear_100,44,78790,239210,0.35729729694994694,0.36978342949061904,True
19,piecewise_linear_250,18,78790,239210,0.35786843230040516,0.36897307683510067,True
19,piecewise_linear_500,10,78790,239210,0.3580426202947252,0.3695424285314572,True
19,piecewise_linear_1500,4,78790,239210,0.3585264505157983,0.36827899691068106,True
20,no_color,0,73790,244210,0.3785721620646566,0.3676331676834025,True
20,global_color,1,73790,244210,0.3772626467930581,0.36510422696116845,True
20,quadratic,3,73790,244210,0.3765283359023036,0.36330343880127053,True
20,cubic_spline,8,73790,244210,0.3761225405136893,0.3635006971502168,True
20,piecewise_constant_250,17,73790,244210,0.3760001060135803,0.36360034018244414,True
20,piecewise_constant_500,9,73790,244210,0.3762500633971721,0.363413500533685,True
20,negative_exponential,2,73790,244210,0.37667088769288765,0.3634829102173161,True
20,piecewise_linear_1,4266,73790,244210,0.36569017361054207,0.4500451594191345,True
20,piecewise_linear_100,44,73790,244210,0.375374307223745,0.36420246236020665,True
20,piecewise_linear_250,18,73790,244210,0.37586171458665857,0.36330138209526325,True
20,piecewise_linear_500,10,73790,244210,0.3760555077558427,0.3636588410609698,True
20,piecewise_linear_1500,4,73790,244210,0.37623827534842186,0.3632502264573779,True
21,no_color,0,77760,240240,0.379054684146387,0.36729621827960246,True
21,global_color,1,77760,240240,0.37600667853095826,0.36508356827843347,True
21,quadratic,3,77760,240240,0.374165515721734,0.3633571080653719,True
21,cubic_spline,8,77760,240240,0.3734788952537614,0.36369278051739456,True
21,piecewise_constant_250,17,77760,240240,0.3734671961090891,0.36360644172280454,True
21,piecewise_constant_500,9,77760,240240,0.3739247090667408,0.36318642034104615,True
21,negative_exponential,2,77760,240240,0.37429135218170956,0.3635507457729372,True
21,piecewise_linear_1,4270,77760,240240,0.35647625458622173,0.5133984153345332,True
21,piecewise_linear_100,44,77760,240240,0.37132586612840346,0.3642955997213918,True
21,piecewise_linear_250,18,77760,240240,0.3721558068892671,0.3633636262115653,True
21,piecewise_linear_500,10,77760,240240,0.373595715707901,0.36372842584194826,True
21,piecewise_linear_1500,4,77760,240240,0.37394287069159954,0.3632462514053803,True
22,no_color,0,85364,232636,0.3767370349332651,0.3677623216899856,True
22,global_color,1,85364,232636,0.3734769314272216,0.3656848033292374,True
22,quadratic,3,85364,232636,0.37035527171152705,0.3644824923522146,True
22,cubic_spline,8,85364,232636,0.369218912999912,0.36453691848277997,True
22,piecewise_constant_250,17,85364,232636,0.36985372613723133,0.3644069924283929,True
22,piecewise_constant_500,8,85364,232636,0.3701224703707428,0.36431788828706874,True
22,negative_exponential,2,85364,232636,0.37049934488344993,0.36459549400070607,True
22,piecewise_linear_1,4187,85364,232636,0.3520411591612121,0.5086056531689513,True
22,piecewise_linear_100,43,85364,232636,0.3681855893309762,0.3645701086586716,True
22,piecewise_linear_250,18,85364,232636,0.36859765030979147,0.364267507233394,True
22,piecewise_linear_500,9,85364,232636,0.3700923715434886,0.3644393153774777,True
22,piecewise_linear_1500,4,85364,232636,0.3702318225674234,0.36432290014736757,True
23,no_color,0,81434,236566,0.3735590292629082,0.3690053927010605,True
23,global_color,1,81434,236566,0.37031481440894565,0.36690988916863254,True
23,quadratic,3,81434,236566,0.36875898905131704,0.36513884780019296,True
23,cubic_spline,8,81434,236566,0.36767605009859117,0.36556520256793945,True
23,piecewise_constant_250,17,81434,236566,0.3677206313485191,0.3657111613958852,True
23,piecewise_constant_500,9,81434,236566,0.36804125748751915,0.3656149533636406,True
23,negative_exponential,2,81434,236566,0.3688729687236096,0.365328506371505,True
23,piecewise_linear_1,4241,81434,236566,0.3515197813670862,0.522999719663142,True
23,piecewise_linear_100,44,81434,236566,0.3671374151243089,0.3654482317882589,True
23,piecewise_linear_250,18,81434,236566,0.3675314956434167,0.3651856177167805,True
23,piecewise_linear_500,10,81434,236566,0.36798201160015853,0.3657147073822819,True
23,piecewise_linear_1500,4,81434,236566,0.36826209126049597,0.36527815213515463,True
24,no_color,0,86618,231382,0.36651414012697014,0.3715406294750536,True
24,global_color,1,86618,231382,0.36391729634085407,0.3691554831868616,True
24,quadratic,3,86618,231382,0.3615471341134423,0.3676265972912047,True
24,cubic_spline,8,86618,231382,0.3604847866477238,0.37071478951912007,True
24,piecewise_constant_250,17,86618,231382,0.36039868388993346,0.36954228616635104,True
24,piecewise_constant_500,9,86618,231382,0.3615217651008724,0.3673917224331881,True
24,negative_exponential,2,86618,231382,0.3616007017332312,0.3680392054318972,True
24,piecewise_linear_1,4186,86618,231382,0.34596124665569883,0.45527728451209165,True
24,piecewise_linear_100,43,86618,231382,0.359887036193299,0.37099387998770733,True
24,piecewise_linear_250,18,86618,231382,0.3601609615786114,0.37266639634187526,True
24,piecewise_linear_500,10,86618,231382,0.36052105438603627,0.36944723361206816,True
24,piecewise_linear_1500,4,86618,231382,0.3615423062496683,0.36744462994957305,True
25,no_color,0,79154,238846,0.36111720713911133,0.37317210380255705,True
25,global_color,1,79154,238846,0.3586640252277004,0.3707268876144769,True
25,quadratic,3,79154,238846,0.3573849430700033,0.3688770525749395,True
25,cubic_spline,8,79154,238846,0.35679843642439646,0.36920200680160886,True
25,piecewise_constant_250,17,79154,238846,0.356622994356663,0.369175014147472,True
25,piecewise_constant_500,9,79154,238846,0.35703770954895464,0.36885185087367445,True
25,negative_exponential,2,79154,238846,0.35747242222385545,0.36906797450240103,True
25,piecewise_linear_1,4226,79154,238846,0.34141875842575425,0.5055315827749417,True
25,piecewise_linear_100,44,79154,238846,0.35616715437446944,0.36968434902662706,True
25,piecewise_linear_250,18,79154,238846,0.35654388247108537,0.36885604829562146,True
25,piecewise_linear_500,10,79154,238846,0.3568071197252856,0.3693416245475322,True
25,piecewise_linear_1500,4,79154,238846,0.3571021350639482,0.3687754476321368,True
26,no_color,0,74524,243476,0.3828714672756301,0.3662842435864959,True
26,global_color,1,74524,243476,0.3785480853541671,0.36469578418835297,True
26,quadratic,3,74524,243476,0.3710738703107316,0.367459412375509,True
26,cubic_spline,8,74524,243476,0.37019707297769705,0.3692486493276683,True
26,piecewise_constant_250,17,74524,243476,0.370116963727106,0.36875519795303513,True
26,piecewise_constant_500,9,74524,243476,0.370857491447991,0.36666510297060473,True
26,negative_exponential,2,74524,243476,0.3711712696708438,0.3681672277602877,True
26,piecewise_linear_1,4194,74524,243476,0.3585888228297069,0.453996614057258,True
26,piecewise_linear_100,43,74524,243476,0.36972588698719067,0.36920012508462186,True
26,piecewise_linear_250,18,74524,243476,0.3700574703665856,0.36991461529361924,True
26,piecewise_linear_500,10,74524,243476,0.37017373697749145,0.36901694061018037,True
26,piecewise_linear_1500,4,74524,243476,0.3711180771009244,0.3673967669664008,True
27,no_color,0,76926,241074,0.3822406511544678,0.3663202642674289,True
27,global_color,1,76926,241074,0.3789139270066039,0.36421197428444235,True
27,quadratic,3,76926,241074,0.37261702836005717,0.3651789356820415,True
27,cubic_spline,8,76926,241074,0.3720492392166651,0.3661548782387212,True
27,piecewise_constant_250,17,76926,241074,0.37203597648717274,0.3659929040669407,True
27,piecewise_constant_500,9,76926,241074,0.37288120151967474,0.36460386925168864,True
27,negative_exponential,2,76926,241074,0.37268906303321964,0.3659694379940798,True
27,piecewise_linear_1,4194,76926,241074,0.36329524971962784,0.43413569323912365,True
27,piecewise_linear_100,43,76926,241074,0.3710973565847313,0.3677042873925182,True
27,piecewise_linear_250,18,76926,241074,0.3716688754515764,0.36743573392267553,True
27,piecewise_linear_500,10,76926,241074,0.3718967715275636,0.3661259155961717,True
27,piecewise_linear_1500,4,76926,241074,0.3726565342899654,0.3650779442132893,True
28,no_color,0,86596,231404,0.34433875452364904,0.3798386239303765,True
28,global_color,1,86596,231404,0.3420361307158484,0.3773367029927474,True
28,quadratic,3,86596,231404,0.3414980239216142,0.37567626141323407,True
28,cubic_spline,8,86596,231404,0.34124085422254546,0.37585636348672147,True
28,piecewise_constant_250,17,86596,231404,0.3408923129163608,0.3763179272697376,True
28,piecewise_constant_500,9,86596,231404,0.3412731793708385,0.375802509729507,True
28,negative_exponential,2,86596,231404,0.3415187447707377,0.37574149851566785,True
28,piecewise_linear_1,4188,86596,231404,0.327907726678405,0.5164124089699567,True
28,piecewise_linear_100,43,86596,231404,0.340753569482681,0.37710930601737314,True
28,piecewise_linear_250,18,86596,231404,0.34091905007124246,0.3752766156196989,True
28,piecewise_linear_500,10,86596,231404,0.3412440624332391,0.375870747234239,True
28,piecewise_linear_1500,4,86596,231404,0.3413003012162668,0.37557755019905675,True
29,no_color,0,77520,240480,0.37543308442028733,0.3684753951033519,True
29,global_color,1,77520,240480,0.3705409075204213,0.36735820190033475,True
29,quadratic,3,77520,240480,0.3622115772425258,0.36885826232846713,True
29,cubic_spline,8,77520,240480,0.3609634288115952,0.37147852677554405,True
29,piecewise_constant_250,17,77520,240480,0.3612927530338304,0.36955320624073146,True
29,piecewise_constant_500,9,77520,240480,0.36214734646924557,0.36846741358072743,True
29,negative_exponential,2,77520,240480,0.36179980847992993,0.37166233296574896,True
29,piecewise_linear_1,4187,77520,240480,0.3459312514421721,0.49876929040926044,True
29,piecewise_linear_100,43,77520,240480,0.3605246238091678,0.37051235870700255,True
29,piecewise_linear_250,18,77520,240480,0.3607587384706605,0.37056025874953014,True
29,piecewise_linear_500,10,77520,240480,0.36090870540975795,0.37074286861912076,True
29,piecewise_linear_1500,4,77520,240480,0.36227265071684905,0.3688824618222931,True
30,no_color,0,76808,241192,0.3594728287982231,0.37357850461201375,True
30,global_color,1,76808,241192,0.35767108398203973,0.37098232104539475,True
30,quadratic,3,76808,241192,0.35605460838871594,0.36917856079233574,True
30,cubic_spline,8,76808,241192,0.3551396831164027,0.37083230821854923,True
30,piecewise_constant_250,17,76808,241192,0.3549703561728913,0.3711474554588591,True
30,piecewise_constant_500,9,76808,241192,0.35561730026470495,0.36931173066463496,True
30,negative_exponential,2,76808,241192,0.3562553118165407,0.36941644974383814,True
30,piecewise_linear_1,4162,76808,241192,0.3412265372529658,0.4955153370845365,True
30,piecewise_linear_100,43,76808,241192,0.3546379832488242,0.3718813914934457,True
30,piecewise_linear_250,18,76808,241192,0.3549498812206311,0.37174212080842,True
30,piecewise_linear_500,10,76808,241192,0.35504056912962767,0.3710204678798277,True
30,piecewise_linear_1500,4,76808,241192,0.35596554553045257,0.3690041187070859,True
31,no_color,0,78732,239268,0.3772757386142213,0.3678338192576519,True
31,global_color,1,78732,239268,0.375554662702872,0.365251298028215,True
31,quadratic,3,78732,239268,0.3747996065951627,0.36322174546711994,True
31,cubic_spline,8,78732,239268,0.3744329631343798,0.3631000826511417,True
31,piecewise_constant_250,16,78732,239268,0.3743386221988302,0.3630620931474405,True
