run,game,llm,color,pass_move,original_player,tested_player,elo,trials,passes,resignations,choices
arena_20260827_231719_610088_eb49a7a4,5,gpt5.6-sol-max-codex-workspace-continual,W,80,kata1-b6c96-s18429184-d3197121,kata1-b6c96-s1248000-d550347,107.0,20,0,0,"{""A2"": 2, ""B1"": 2, ""B2"": 1, ""C1"": 1, ""C2"": 1, ""C6"": 1, ""D8"": 1, ""E8"": 1, ""F1"": 1, ""G8"": 1, ""H2"": 3, ""H3"": 1, ""J2"": 2, ""J9"": 2}"
arena_20260827_231719_610088_eb49a7a4,11,gpt5.6-sol-max-codex-workspace-continual,W,56,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s1248000-d550347,107.0,20,0,0,"{""B1"": 1, ""C1"": 1, ""F3"": 1, ""F4"": 4, ""F7"": 1, ""G8"": 1, ""H3"": 3, ""H7"": 1, ""H8"": 1, ""J2"": 4, ""J3"": 1, ""J4"": 1}"
arena_20260827_231719_610088_eb49a7a4,12,gpt5.6-sol-max-codex-workspace-continual,B,59,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s1248000-d550347,107.0,20,0,0,"{""A5"": 1, ""A6"": 1, ""A7"": 1, ""A9"": 1, ""B5"": 1, ""B6"": 1, ""B7"": 3, ""B9"": 2, ""E2"": 1, ""F6"": 1, ""F7"": 1, ""F9"": 1, ""G6"": 1, ""J3"": 1, ""J4"": 1, ""J6"": 1, ""J9"": 1}"
arena_20260723_173702_334483_0c232340,5,gemini-3.1-pro-high-api,W,78,kata1-b6c96-s16525312-d2925067,kata1-b6c96-s938496-d1208807,352.0,20,14,0,"{""B7"": 2, ""B9"": 1, ""C3"": 1, ""D2"": 1, ""D3"": 1, ""pass"": 14}"
arena_20260723_205921_431630_42e71474,13,gpt5.6-sol-low-api,W,88,kata1-b6c96-s8982784-d2082583-temp-0.3,kata1-b6c96-s938496-d1208807,352.0,20,14,0,"{""A3"": 1, ""B7"": 1, ""B8"": 1, ""H4"": 3, ""pass"": 14}"
arena_20260731_044901_270838_7068701f,11,grok-4.5-high-api,W,84,kata1-b6c96-s6127360-d1754797,kata1-b6c96-s938496-d1208807,352.0,20,15,0,"{""A8"": 1, ""D3"": 1, ""H6"": 1, ""H7"": 1, ""J7"": 1, ""pass"": 15}"
arena_20260807_184513_963568_b2aa1679,6,DeepSeek-V4-Flash-0731-high-api,B,85,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s938496-d1208807,352.0,20,1,0,"{""E1"": 12, ""G1"": 5, ""H2"": 2, ""pass"": 1}"
arena_20260807_184513_963568_b2aa1679,13,DeepSeek-V4-Flash-0731-high-api,W,60,kata1-b6c96-s12849664-d2510774,kata1-b6c96-s938496-d1208807,352.0,20,1,0,"{""A2"": 2, ""A9"": 1, ""C1"": 4, ""D2"": 1, ""D6"": 3, ""D7"": 2, ""E7"": 1, ""F2"": 2, ""H3"": 1, ""J2"": 1, ""J3"": 1, ""pass"": 1}"
arena_20260807_223534_789082_9ae5a490,10,kimi-k3-high-api,B,57,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s938496-d1208807,352.0,20,0,0,"{""A2"": 1, ""A7"": 3, ""B1"": 1, ""B9"": 2, ""C6"": 1, ""D6"": 2, ""D7"": 2, ""E1"": 1, ""H2"": 4, ""J7"": 3}"
arena_20260807_223534_789082_9ae5a490,19,muse-spark-1.2-openrouter-high-api,W,74,kata1-b6c96-s8080640-d1961030-temp-0.3,kata1-b6c96-s938496-d1208807,352.0,20,7,0,"{""C1"": 2, ""C2"": 1, ""F8"": 1, ""G1"": 4, ""H1"": 1, ""J1"": 2, ""J5"": 2, ""pass"": 7}"
arena_20260807_223534_789082_9ae5a490,21,kimi-k3-high-api,W,74,kata1-b6c96-s8982784-d2082583,kata1-b6c96-s938496-d1208807,352.0,20,14,0,"{""A2"": 1, ""A3"": 1, ""A4"": 1, ""A7"": 1, ""B4"": 1, ""B6"": 1, ""pass"": 14}"
arena_20260817_065559_213696_f822d790,5,gpt5.6-luna-high-codex-workspace,W,68,kata1-b6c96-s6127360-d1754797-temp-0.9,kata1-b6c96-s938496-d1208807,352.0,20,0,0,"{""A5"": 1, ""A7"": 3, ""C1"": 2, ""D1"": 3, ""D2"": 7, ""E2"": 1, ""G3"": 1, ""H1"": 2}"
arena_20260826_054944_814746_52d18cc7,27,gpt5.6-sol-high-codex-workspace,W,58,kata1-b6c96-s13733120-d2631546-temp-0.3,kata1-b6c96-s938496-d1208807,352.0,20,0,0,"{""A6"": 1, ""B6"": 4, ""B9"": 1, ""C3"": 5, ""D3"": 3, ""H3"": 1, ""H4"": 2, ""J4"": 1, ""J5"": 2}"
arena_20260827_231719_610088_eb49a7a4,5,gpt5.6-sol-max-codex-workspace-continual,W,80,kata1-b6c96-s18429184-d3197121,kata1-b6c96-s938496-d1208807,352.0,20,7,0,"{""A1"": 1, ""B1"": 1, ""B2"": 3, ""C1"": 2, ""C2"": 1, ""C6"": 2, ""F2"": 2, ""H3"": 1, ""pass"": 7}"
arena_20260827_231719_610088_eb49a7a4,11,gpt5.6-sol-max-codex-workspace-continual,W,56,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s938496-d1208807,352.0,20,9,0,"{""B1"": 1, ""B5"": 1, ""D2"": 1, ""E2"": 1, ""E3"": 1, ""F3"": 1, ""F4"": 1, ""G4"": 1, ""J1"": 1, ""J2"": 1, ""J4"": 1, ""pass"": 9}"
arena_20260827_231719_610088_eb49a7a4,12,gpt5.6-sol-max-codex-workspace-continual,B,59,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s938496-d1208807,352.0,20,0,0,"{""A5"": 1, ""A6"": 2, ""A7"": 1, ""A8"": 3, ""B9"": 1, ""F6"": 2, ""F7"": 3, ""G4"": 1, ""G6"": 2, ""J3"": 1, ""J6"": 1, ""J7"": 1, ""J9"": 1}"
arena_20260723_173702_334483_0c232340,5,gemini-3.1-pro-high-api,W,78,kata1-b6c96-s16525312-d2925067,kata1-b6c96-s1995008-d1329786,552.0,20,4,0,"{""A7"": 1, ""B7"": 3, ""B9"": 1, ""C3"": 1, ""D3"": 1, ""D7"": 1, ""E7"": 1, ""G1"": 1, ""G8"": 5, ""H8"": 1, ""pass"": 4}"
arena_20260723_205921_431630_42e71474,13,gpt5.6-sol-low-api,W,88,kata1-b6c96-s8982784-d2082583-temp-0.3,kata1-b6c96-s1995008-d1329786,552.0,20,8,0,"{""A6"": 1, ""A7"": 1, ""B7"": 1, ""B8"": 2, ""G5"": 3, ""G6"": 2, ""H3"": 1, ""H4"": 1, ""pass"": 8}"
arena_20260731_044901_270838_7068701f,11,grok-4.5-high-api,W,84,kata1-b6c96-s6127360-d1754797,kata1-b6c96-s1995008-d1329786,552.0,20,6,0,"{""A8"": 1, ""C2"": 1, ""D3"": 5, ""F3"": 1, ""G6"": 2, ""H6"": 2, ""H7"": 1, ""H8"": 1, ""pass"": 6}"
arena_20260807_184513_963568_b2aa1679,6,DeepSeek-V4-Flash-0731-high-api,B,85,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""E1"": 16, ""G1"": 2, ""H2"": 2}"
arena_20260807_184513_963568_b2aa1679,13,DeepSeek-V4-Flash-0731-high-api,W,60,kata1-b6c96-s12849664-d2510774,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""A7"": 2, ""A9"": 1, ""C2"": 3, ""D2"": 1, ""D3"": 4, ""D6"": 2, ""D7"": 2, ""E1"": 1, ""E3"": 1, ""F3"": 1, ""G3"": 1, ""J3"": 1}"
arena_20260807_223534_789082_9ae5a490,10,kimi-k3-high-api,B,57,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""A2"": 3, ""A6"": 1, ""B2"": 1, ""C6"": 2, ""D2"": 2, ""D6"": 2, ""D7"": 1, ""D9"": 1, ""E9"": 1, ""F7"": 1, ""H2"": 2, ""J7"": 3}"
arena_20260807_223534_789082_9ae5a490,19,muse-spark-1.2-openrouter-high-api,W,74,kata1-b6c96-s8080640-d1961030-temp-0.3,kata1-b6c96-s1995008-d1329786,552.0,20,1,0,"{""C1"": 4, ""C2"": 1, ""D1"": 1, ""E1"": 1, ""F1"": 5, ""F8"": 1, ""G1"": 1, ""H1"": 3, ""H5"": 1, ""J7"": 1, ""pass"": 1}"
arena_20260807_223534_789082_9ae5a490,21,kimi-k3-high-api,W,74,kata1-b6c96-s8982784-d2082583,kata1-b6c96-s1995008-d1329786,552.0,20,8,0,"{""A1"": 1, ""A6"": 1, ""A7"": 1, ""B4"": 1, ""B5"": 2, ""D2"": 2, ""G6"": 1, ""H2"": 2, ""H3"": 1, ""pass"": 8}"
arena_20260817_065559_213696_f822d790,5,gpt5.6-luna-high-codex-workspace,W,68,kata1-b6c96-s6127360-d1754797-temp-0.9,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""A1"": 1, ""A7"": 4, ""C2"": 1, ""D2"": 5, ""E2"": 7, ""G3"": 1, ""H1"": 1}"
arena_20260826_054944_814746_52d18cc7,27,gpt5.6-sol-high-codex-workspace,W,58,kata1-b6c96-s13733120-d2631546-temp-0.3,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""B6"": 3, ""B8"": 1, ""C3"": 6, ""C6"": 1, ""D3"": 9}"
arena_20260827_231719_610088_eb49a7a4,5,gpt5.6-sol-max-codex-workspace-continual,W,80,kata1-b6c96-s18429184-d3197121,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""B2"": 2, ""C2"": 1, ""C6"": 15, ""F2"": 1, ""G2"": 1}"
arena_20260827_231719_610088_eb49a7a4,11,gpt5.6-sol-max-codex-workspace-continual,W,56,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""B1"": 1, ""B5"": 3, ""C1"": 1, ""D2"": 3, ""E1"": 1, ""E3"": 3, ""F4"": 6, ""H4"": 2}"
arena_20260827_231719_610088_eb49a7a4,12,gpt5.6-sol-max-codex-workspace-continual,B,59,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s1995008-d1329786,552.0,20,0,0,"{""A8"": 1, ""B5"": 1, ""B6"": 1, ""B8"": 3, ""B9"": 1, ""F6"": 3, ""F7"": 6, ""G6"": 2, ""H4"": 1, ""J7"": 1}"
arena_20260723_173702_334483_0c232340,5,gemini-3.1-pro-high-api,W,78,kata1-b6c96-s16525312-d2925067,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""B7"": 4, ""B8"": 1, ""B9"": 1, ""C3"": 2, ""D3"": 2, ""G1"": 7, ""G8"": 3}"
arena_20260723_205921_431630_42e71474,13,gpt5.6-sol-low-api,W,88,kata1-b6c96-s8982784-d2082583-temp-0.3,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""A6"": 1, ""B5"": 1, ""B7"": 3, ""B8"": 9, ""G5"": 1, ""H4"": 4, ""J4"": 1}"
arena_20260731_044901_270838_7068701f,11,grok-4.5-high-api,W,84,kata1-b6c96-s6127360-d1754797,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""A8"": 5, ""B6"": 2, ""D3"": 13}"
arena_20260807_184513_963568_b2aa1679,6,DeepSeek-V4-Flash-0731-high-api,B,85,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""E1"": 13, ""G1"": 2, ""H2"": 3, ""J2"": 2}"
arena_20260807_184513_963568_b2aa1679,13,DeepSeek-V4-Flash-0731-high-api,W,60,kata1-b6c96-s12849664-d2510774,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""D2"": 1, ""D3"": 3, ""E3"": 10, ""F3"": 4, ""G3"": 2}"
arena_20260807_223534_789082_9ae5a490,10,kimi-k3-high-api,B,57,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""A7"": 1, ""B2"": 14, ""C6"": 3, ""D2"": 1, ""J7"": 1}"
arena_20260807_223534_789082_9ae5a490,19,muse-spark-1.2-openrouter-high-api,W,74,kata1-b6c96-s8080640-d1961030-temp-0.3,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""C1"": 4, ""F8"": 4, ""G1"": 8, ""H1"": 2, ""H5"": 1, ""J5"": 1}"
arena_20260807_223534_789082_9ae5a490,21,kimi-k3-high-api,W,74,kata1-b6c96-s8982784-d2082583,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""A4"": 1, ""B4"": 3, ""B5"": 8, ""B6"": 2, ""D2"": 1, ""H2"": 2, ""H3"": 2, ""H8"": 1}"
arena_20260817_065559_213696_f822d790,5,gpt5.6-luna-high-codex-workspace,W,68,kata1-b6c96-s6127360-d1754797-temp-0.9,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""A7"": 5, ""C2"": 3, ""E2"": 9, ""G3"": 3}"
arena_20260826_054944_814746_52d18cc7,27,gpt5.6-sol-high-codex-workspace,W,58,kata1-b6c96-s13733120-d2631546-temp-0.3,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""C6"": 1, ""D3"": 14, ""H4"": 5}"
arena_20260827_231719_610088_eb49a7a4,5,gpt5.6-sol-max-codex-workspace-continual,W,80,kata1-b6c96-s18429184-d3197121,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""C6"": 20}"
arena_20260827_231719_610088_eb49a7a4,11,gpt5.6-sol-max-codex-workspace-continual,W,56,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""B5"": 4, ""F4"": 3, ""H4"": 13}"
arena_20260827_231719_610088_eb49a7a4,12,gpt5.6-sol-max-codex-workspace-continual,B,59,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s4136960-d1510003,1116.0,20,0,0,"{""B2"": 1, ""B3"": 3, ""B4"": 8, ""B5"": 1, ""B7"": 3, ""B8"": 1, ""F7"": 2, ""F9"": 1}"
arena_20260723_173702_334483_0c232340,5,gemini-3.1-pro-high-api,W,78,kata1-b6c96-s16525312-d2925067,kata1-b6c96-s5214720-d1690538,1180.0,20,11,0,"{""G1"": 8, ""H8"": 1, ""pass"": 11}"
arena_20260723_205921_431630_42e71474,13,gpt5.6-sol-low-api,W,88,kata1-b6c96-s8982784-d2082583-temp-0.3,kata1-b6c96-s5214720-d1690538,1180.0,20,19,0,"{""B8"": 1, ""pass"": 19}"
arena_20260731_044901_270838_7068701f,11,grok-4.5-high-api,W,84,kata1-b6c96-s6127360-d1754797,kata1-b6c96-s5214720-d1690538,1180.0,20,15,0,"{""A8"": 4, ""H6"": 1, ""pass"": 15}"
arena_20260807_184513_963568_b2aa1679,6,DeepSeek-V4-Flash-0731-high-api,B,85,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""E1"": 11, ""H2"": 7, ""J2"": 2}"
arena_20260807_184513_963568_b2aa1679,13,DeepSeek-V4-Flash-0731-high-api,W,60,kata1-b6c96-s12849664-d2510774,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""C2"": 1, ""D3"": 3, ""E3"": 11, ""F3"": 2, ""G3"": 3}"
arena_20260807_223534_789082_9ae5a490,10,kimi-k3-high-api,B,57,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""A2"": 1, ""B2"": 18, ""J7"": 1}"
arena_20260807_223534_789082_9ae5a490,19,muse-spark-1.2-openrouter-high-api,W,74,kata1-b6c96-s8080640-d1961030-temp-0.3,kata1-b6c96-s5214720-d1690538,1180.0,20,1,0,"{""F8"": 1, ""G1"": 6, ""H1"": 12, ""pass"": 1}"
arena_20260807_223534_789082_9ae5a490,21,kimi-k3-high-api,W,74,kata1-b6c96-s8982784-d2082583,kata1-b6c96-s5214720-d1690538,1180.0,20,18,0,"{""D2"": 1, ""H2"": 1, ""pass"": 18}"
arena_20260817_065559_213696_f822d790,5,gpt5.6-luna-high-codex-workspace,W,68,kata1-b6c96-s6127360-d1754797-temp-0.9,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""A7"": 4, ""E2"": 2, ""G3"": 11, ""H1"": 3}"
arena_20260826_054944_814746_52d18cc7,27,gpt5.6-sol-high-codex-workspace,W,58,kata1-b6c96-s13733120-d2631546-temp-0.3,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""C6"": 1, ""D3"": 16, ""H4"": 3}"
arena_20260827_231719_610088_eb49a7a4,5,gpt5.6-sol-max-codex-workspace-continual,W,80,kata1-b6c96-s18429184-d3197121,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""C6"": 20}"
arena_20260827_231719_610088_eb49a7a4,11,gpt5.6-sol-max-codex-workspace-continual,W,56,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""B5"": 12, ""F4"": 4, ""H4"": 4}"
arena_20260827_231719_610088_eb49a7a4,12,gpt5.6-sol-max-codex-workspace-continual,B,59,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s5214720-d1690538,1180.0,20,0,0,"{""A8"": 1, ""B2"": 2, ""B3"": 3, ""B4"": 5, ""B5"": 4, ""B7"": 5}"
arena_20260723_173702_334483_0c232340,5,gemini-3.1-pro-high-api,W,78,kata1-b6c96-s16525312-d2925067,kata1-b6c96-s6127360-d1754797,1261.0,20,13,0,"{""G1"": 7, ""pass"": 13}"
arena_20260723_205921_431630_42e71474,13,gpt5.6-sol-low-api,W,88,kata1-b6c96-s8982784-d2082583-temp-0.3,kata1-b6c96-s6127360-d1754797,1261.0,20,20,0,"{""pass"": 20}"
arena_20260731_044901_270838_7068701f,11,grok-4.5-high-api,W,84,kata1-b6c96-s6127360-d1754797,kata1-b6c96-s6127360-d1754797,1261.0,20,19,0,"{""A8"": 1, ""pass"": 19}"
arena_20260807_184513_963568_b2aa1679,6,DeepSeek-V4-Flash-0731-high-api,B,85,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""E1"": 18, ""H2"": 2}"
arena_20260807_184513_963568_b2aa1679,13,DeepSeek-V4-Flash-0731-high-api,W,60,kata1-b6c96-s12849664-d2510774,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""D3"": 1, ""E3"": 14, ""F3"": 2, ""G3"": 2, ""H3"": 1}"
arena_20260807_223534_789082_9ae5a490,10,kimi-k3-high-api,B,57,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""A2"": 2, ""A7"": 1, ""B2"": 11, ""J7"": 6}"
arena_20260807_223534_789082_9ae5a490,19,muse-spark-1.2-openrouter-high-api,W,74,kata1-b6c96-s8080640-d1961030-temp-0.3,kata1-b6c96-s6127360-d1754797,1261.0,20,6,0,"{""G1"": 1, ""H1"": 13, ""pass"": 6}"
arena_20260807_223534_789082_9ae5a490,21,kimi-k3-high-api,W,74,kata1-b6c96-s8982784-d2082583,kata1-b6c96-s6127360-d1754797,1261.0,20,20,0,"{""pass"": 20}"
arena_20260817_065559_213696_f822d790,5,gpt5.6-luna-high-codex-workspace,W,68,kata1-b6c96-s6127360-d1754797-temp-0.9,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""A7"": 2, ""B1"": 1, ""G3"": 9, ""H1"": 8}"
arena_20260826_054944_814746_52d18cc7,27,gpt5.6-sol-high-codex-workspace,W,58,kata1-b6c96-s13733120-d2631546-temp-0.3,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""D3"": 19, ""H4"": 1}"
arena_20260827_231719_610088_eb49a7a4,5,gpt5.6-sol-max-codex-workspace-continual,W,80,kata1-b6c96-s18429184-d3197121,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""C6"": 20}"
arena_20260827_231719_610088_eb49a7a4,11,gpt5.6-sol-max-codex-workspace-continual,W,56,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""A9"": 4, ""B5"": 14, ""H4"": 2}"
arena_20260827_231719_610088_eb49a7a4,12,gpt5.6-sol-max-codex-workspace-continual,B,59,kata1-b6c96-s14649344-d2727367-temp-0.3,kata1-b6c96-s6127360-d1754797,1261.0,20,0,0,"{""B2"": 9, ""B3"": 3, ""B4"": 1, ""B8"": 2, ""F6"": 3, ""F7"": 2}"
arena_20260723_173702_334483_0c232340,5,gemini-3.1-pro-high-api,W,78,kata1-b6c96-s16525312-d2925067,kata1-b6c96-s8080640-d1961030,1539.0,20,20,0,"{""pass"": 20}"
arena_20260723_205921_431630_42e71474,13,gpt5.6-sol-low-api,W,88,kata1-b6c96-s8982784-d2082583-temp-0.3,kata1-b6c96-s8080640-d1961030,1539.0,20,20,0,"{""pass"": 20}"
arena_20260731_044901_270838_7068701f,11,grok-4.5-high-api,W,84,kata1-b6c96-s6127360-d1754797,kata1-b6c96-s8080640-d1961030,1539.0,20,5,0,"{""A8"": 15, ""pass"": 5}"
arena_20260807_184513_963568_b2aa1679,6,DeepSeek-V4-Flash-0731-high-api,B,85,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s8080640-d1961030,1539.0,20,0,0,"{""E1"": 19, ""J2"": 1}"
arena_20260807_184513_963568_b2aa1679,13,DeepSeek-V4-Flash-0731-high-api,W,60,kata1-b6c96-s12849664-d2510774,kata1-b6c96-s8080640-d1961030,1539.0,20,0,0,"{""C2"": 1, ""D3"": 1, ""E3"": 14, ""F3"": 1, ""G2"": 1, ""H3"": 2}"
arena_20260807_223534_789082_9ae5a490,10,kimi-k3-high-api,B,57,kata1-b6c96-s11888896-d2416753-temp-0.5,kata1-b6c96-s8080640-d1961030,1539.0,20,0,0,"{""H9"": 1, ""J7"": 19}"
arena_20260807_223534_789082_9ae5a490,19,muse-spark-1.2-openrouter-high-api,W,74,kata1-b6c96-s8080640-d1961030-temp-0.3,kata1-b6c96-s8080640-d1961030,1539.0,20,16,0,"{""G1"": 1, ""H1"": 2, ""J7"": 1, ""pass"": 16}"
arena_20260807_223534_789082_9ae5a490,21,kimi-k3-high-api,W,74,kata1-b6c96-s8982784-d2082583,kata1-b6c96-s8080640-d1961030,1539.0,20,20,0,"{""pass"": 20}"
arena_20260817_065559_213696_f822d790,5,gpt5.6-luna-high-codex-workspace,W,68,kata1-b6c96-s6127360-d1754797-temp-0.9,kata1-b6c96-s8080640-d1961030,1539.0,20,0,0,"{""A7"": 1, ""C2"": 3, ""D2"": 2, ""E2"": 2, ""G3"": 3, ""H1"": 9}"
arena_20260826_054944_814746_52d18cc7,27,gpt5.6-sol-high-codex-workspace,W,58,kata1-b6c96-s13733120-d2631546-temp-0.3,kata1-b6c96-s8080640-d1961030,1539.0,20,0,0,"{""D3"": 20}"
arena_20260827_231719_610088_eb49a7a4,5,gpt5.6-sol-max-codex-workspace-continual,W,80,kata1-b6c96-s18429184-d3197121,kata1-b6c96-s8080640-d1961030,1539.0,20,0,0,"{""C6"": 20}"
