game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
13,7,opus-5-high-api-multi2,kata1-b6c96-s14649344-d2727367-temp-0.3,B+2.0,opus-5-high-api-multi2,1,53,anthropic_messages_api,27,0,0,484.419595,1.298009000000
14,7,kata1-b6c96-s14649344-d2727367-temp-0.3,opus-5-high-api-multi2,W+8.0,opus-5-high-api-multi2,0,58,anthropic_messages_api,29,0,0,901.396168,2.371169000000
15,8,opus-5-high-api-multi2,kata1-b6c96-s16525312-d2925067-temp-0.5,W+26.0,kata1-b6c96-s16525312-d2925067-temp-0.5,0,107,anthropic_messages_api,54,0,0,1200.381985,4.173213000000
16,8,kata1-b6c96-s16525312-d2925067-temp-0.5,opus-5-high-api-multi2,B+22.0,kata1-b6c96-s16525312-d2925067-temp-0.5,1,97,anthropic_messages_api,48,0,0,2022.474151,7.049422750000
17,9,opus-5-high-api-multi2,kata1-b6c96-s14649344-d2727367,W+88.0,kata1-b6c96-s14649344-d2727367,0,124,anthropic_messages_api,62,0,0,1411.608391,5.095311000000
18,9,kata1-b6c96-s14649344-d2727367,opus-5-high-api-multi2,B+46.0,kata1-b6c96-s14649344-d2727367,1,113,anthropic_messages_api,56,0,0,1509.559040,5.130445500000
19,10,opus-5-high-api-multi2,kata1-b6c96-s16525312-d2925067-temp-0.7,B+2.0,opus-5-high-api-multi2,1,61,anthropic_messages_api,31,0,0,667.466475,1.923543750000
20,10,kata1-b6c96-s16525312-d2925067-temp-0.7,opus-5-high-api-multi2,W+18.0,opus-5-high-api-multi2,0,70,anthropic_messages_api,35,0,0,1410.635933,4.251004250000
21,11,opus-5-high-api-multi2,kata1-b6c96-s14649344-d2727367-temp-0.3,W+18.0,kata1-b6c96-s14649344-d2727367-temp-0.3,0,112,anthropic_messages_api,56,0,0,1095.996287,3.778376500000
22,11,kata1-b6c96-s14649344-d2727367-temp-0.3,opus-5-high-api-multi2,B+22.0,kata1-b6c96-s14649344-d2727367-temp-0.3,1,103,anthropic_messages_api,51,0,0,1731.673538,6.899348750000
23,12,opus-5-high-api-multi2,kata1-b6c96-s16525312-d2925067-temp-0.7,B+R,opus-5-high-api-multi2,1,52,anthropic_messages_api,26,0,0,327.764305,0.966826750000
24,12,kata1-b6c96-s16525312-d2925067-temp-0.7,opus-5-high-api-multi2,W+6.0,opus-5-high-api-multi2,0,79,anthropic_messages_api,39,0,0,878.132186,2.705613250000
25,13,opus-5-high-api-multi2,kata1-b6c96-s14649344-d2727367-temp-0.3,W+88.0,kata1-b6c96-s14649344-d2727367-temp-0.3,0,128,anthropic_messages_api,64,0,0,1731.190967,6.874903750000
26,13,kata1-b6c96-s14649344-d2727367-temp-0.3,opus-5-high-api-multi2,B+74.0,kata1-b6c96-s14649344-d2727367-temp-0.3,1,172,anthropic_messages_api,86,0,0,2106.366603,11.152463250000
27,14,opus-5-high-api-multi2,kata1-b6c96-s16525312-d2925067-temp-0.7,B+4.0,opus-5-high-api-multi2,1,84,anthropic_messages_api,42,0,0,803.225425,2.582762500000
28,14,kata1-b6c96-s16525312-d2925067-temp-0.7,opus-5-high-api-multi2,W+6.0,opus-5-high-api-multi2,0,55,anthropic_messages_api,27,0,0,500.218395,1.411648000000
29,15,opus-5-high-api-multi2,kata1-b6c96-s14649344-d2727367-temp-0.3,B+6.0,opus-5-high-api-multi2,1,77,anthropic_messages_api,39,0,0,1114.454575,3.556502250000
30,15,kata1-b6c96-s14649344-d2727367-temp-0.3,opus-5-high-api-multi2,B+74.0,kata1-b6c96-s14649344-d2727367-temp-0.3,1,149,anthropic_messages_api,74,0,0,1569.244355,6.022523500000
